time,latitude,longitude,CRW_DHW,CRW_SST
UTC,degrees_north,degrees_east,Celsius weeks,Celsius
2007-01-01T12:00:00Z,17.175,-87.325,0.3,27.25
2007-01-02T12:00:00Z,17.175,-87.325,0.3,27.35
2007-01-03T12:00:00Z,17.175,-87.325,0.3,27.32
2007-01-04T12:00:00Z,17.175,-87.325,0.3,27.35
2007-01-05T12:00:00Z,17.175,-87.325,0.3,27.27
2007-01-06T12:00:00Z,17.175,-87.325,0.3,27.23
2007-01-07T12:00:00Z,17.175,-87.325,0.3,27.22
2007-01-08T12:00:00Z,17.175,-87.325,0.3,27.150000000000002
2007-01-09T12:00:00Z,17.175,-87.325,0.3,27.17
2007-01-10T12:00:00Z,17.175,-87.325,0.3,27.22
2007-01-11T12:00:00Z,17.175,-87.325,0.3,27.02
2007-01-12T12:00:00Z,17.175,-87.325,0.3,26.95
2007-01-13T12:00:00Z,17.175,-87.325,0.3,26.78
2007-01-14T12:00:00Z,17.175,-87.325,0.3,26.97
2007-01-15T12:00:00Z,17.175,-87.325,0.3,26.97
2007-01-16T12:00:00Z,17.175,-87.325,0.3,27.060000000000002
2007-01-17T12:00:00Z,17.175,-87.325,0.3,27.09
2007-01-18T12:00:00Z,17.175,-87.325,0.3,27.18
2007-01-19T12:00:00Z,17.175,-87.325,0.15,27.03
2007-01-20T12:00:00Z,17.175,-87.325,0.0,27.02
2007-01-21T12:00:00Z,17.175,-87.325,0.0,27.060000000000002
2007-01-22T12:00:00Z,17.175,-87.325,0.0,27.240000000000002
2007-01-23T12:00:00Z,17.175,-87.325,0.0,27.080000000000002
2007-01-24T12:00:00Z,17.175,-87.325,0.0,27.18
2007-01-25T12:00:00Z,17.175,-87.325,0.0,27.25
2007-01-26T12:00:00Z,17.175,-87.325,0.0,27.3
2007-01-27T12:00:00Z,17.175,-87.325,0.0,26.400000000000002
2007-01-28T12:00:00Z,17.175,-87.325,0.0,26.490000000000002
2007-01-29T12:00:00Z,17.175,-87.325,0.0,26.38
2007-01-30T12:00:00Z,17.175,-87.325,0.0,26.21
2007-01-31T12:00:00Z,17.175,-87.325,0.0,26.54
2007-02-01T12:00:00Z,17.175,-87.325,0.0,26.93
2007-02-02T12:00:00Z,17.175,-87.325,0.0,27.29
2007-02-03T12:00:00Z,17.175,-87.325,0.0,27.26
2007-02-04T12:00:00Z,17.175,-87.325,0.0,27.13
2007-02-05T12:00:00Z,17.175,-87.325,0.0,27.060000000000002
2007-02-06T12:00:00Z,17.175,-87.325,0.0,27.1
2007-02-07T12:00:00Z,17.175,-87.325,0.0,27.09
2007-02-08T12:00:00Z,17.175,-87.325,0.0,27.14
2007-02-09T12:00:00Z,17.175,-87.325,0.0,27.27
2007-02-10T12:00:00Z,17.175,-87.325,0.0,27.27
2007-02-11T12:00:00Z,17.175,-87.325,0.0,27.28
2007-02-12T12:00:00Z,17.175,-87.325,0.0,27.14
2007-02-13T12:00:00Z,17.175,-87.325,0.0,27.2
2007-02-14T12:00:00Z,17.175,-87.325,0.0,27.150000000000002
2007-02-15T12:00:00Z,17.175,-87.325,0.0,27.28
2007-02-16T12:00:00Z,17.175,-87.325,0.0,27.36
2007-02-17T12:00:00Z,17.175,-87.325,0.0,27.32
2007-02-18T12:00:00Z,17.175,-87.325,0.0,27.26
