year,month,day,latitude,longitude,dhw,sst
2016,1,1,24.675,-81.225,0.0,25.96
2016,1,2,24.675,-81.225,0.0,26.150000000000002
2016,1,3,24.675,-81.225,0.0,26.3
2016,1,4,24.675,-81.225,0.0,25.59
2016,1,5,24.675,-81.225,0.0,25.23
2016,1,6,24.675,-81.225,0.0,25.0
2016,1,7,24.675,-81.225,0.0,24.990000000000002
2016,1,8,24.675,-81.225,0.0,24.75
2016,1,9,24.675,-81.225,0.0,24.2
2016,1,10,24.675,-81.225,0.0,24.13
2016,1,11,24.675,-81.225,0.0,23.92
2016,1,12,24.675,-81.225,0.0,23.650000000000002
2016,1,13,24.675,-81.225,0.0,23.55
2016,1,14,24.675,-81.225,0.0,23.28
2016,1,15,24.675,-81.225,0.0,23.57
2016,1,16,24.675,-81.225,0.0,24.080000000000002
2016,1,17,24.675,-81.225,0.0,22.990000000000002
2016,1,18,24.675,-81.225,0.0,22.94
2016,1,19,24.675,-81.225,0.0,22.97
2016,1,20,24.675,-81.225,0.0,23.04
2016,1,21,24.675,-81.225,0.0,23.0
2016,1,22,24.675,-81.225,0.0,23.11
2016,1,23,24.675,-81.225,0.0,23.21
2016,1,24,24.675,-81.225,0.0,22.53
2016,1,25,24.675,-81.225,0.0,22.21
2016,1,26,24.675,-81.225,0.0,22.44
2016,1,27,24.675,-81.225,0.0,22.69
2016,1,28,24.675,-81.225,0.0,22.830000000000002
2016,1,29,24.675,-81.225,0.0,22.650000000000002
2016,1,30,24.675,-81.225,0.0,22.93
2016,1,31,24.675,-81.225,0.0,21.88
2016,2,1,24.675,-81.225,0.0,23.02
2016,2,2,24.675,-81.225,0.0,22.2
2016,2,3,24.675,-81.225,0.0,22.78
2016,2,4,24.675,-81.225,0.0,23.240000000000002
2016,2,5,24.675,-81.225,0.0,23.47
2016,2,6,24.675,-81.225,0.0,23.05
2016,2,7,24.675,-81.225,0.0,22.84
2016,2,8,24.675,-81.225,0.0,22.76
2016,2,9,24.675,-81.225,0.0,22.830000000000002
2016,2,10,24.675,-81.225,0.0,22.67
2016,2,11,24.675,-81.225,0.0,22.28
2016,2,12,24.675,-81.225,0.0,21.75
2016,2,13,24.675,-81.225,0.0,21.28
2016,2,14,24.675,-81.225,0.0,20.900000000000002
2016,2,15,24.675,-81.225,0.0,20.81
2016,2,16,24.675,-81.225,0.0,21.240000000000002
2016,2,17,24.675,-81.225,0.0,21.53
2016,2,18,24.675,-81.225,0.0,21.400000000000002
2016,2,19,24.675,-81.225,0.0,21.48
2016,2,20,24.675,-81.225,0.0,21.45
2016,2,21,24.675,-81.225,0.0,21.61
2016,2,22,24.675,-81.225,0.0,21.990000000000002
2016,2,23,24.675,-81.225,0.0,22.580000000000002
2016,2,24,24.675,-81.225,0.0,23.22
2016,2,25,24.675,-81.225,0.0,22.93
2016,2,26,24.675,-81.225,0.0,22.57
2016,2,27,24.675,-81.225,0.0,21.98
2016,2,28,24.675,-81.225,0.0,21.71
2016,2,29,24.675,-81.225,0.0,21.900000000000002
2016,3,1,24.675,-81.225,0.0,21.68
2016,3,2,24.675,-81.225,0.0,22.03
2016,3,3,24.675,-81.225,0.0,22.06
2016,3,4,24.675,-81.225,0.0,22.37
2016,3,5,24.675,-81.225,0.0,22.79
2016,3,6,24.675,-81.225,0.0,22.78
2016,3,7,24.675,-81.225,0.0,22.79
