year,month,day,latitude,longitude,dhw,sst
1986,1,1,17.175,-87.325,0.0,26.6
1986,1,2,17.175,-87.325,0.0,26.6
1986,1,3,17.175,-87.325,0.0,26.93
1986,1,4,17.175,-87.325,0.0,27.150000000000002
1986,1,5,17.175,-87.325,0.0,27.080000000000002
1986,1,6,17.175,-87.325,0.0,26.5
1986,1,7,17.175,-87.325,0.0,26.51
1986,1,8,17.175,-87.325,0.0,26.43
1986,1,9,17.175,-87.325,0.0,26.75
1986,1,10,17.175,-87.325,0.0,26.77
1986,1,11,17.175,-87.325,0.0,26.63
1986,1,12,17.175,-87.325,0.0,26.17
1986,1,13,17.175,-87.325,0.0,26.310000000000002
1986,1,14,17.175,-87.325,0.0,26.3
1986,1,15,17.175,-87.325,0.0,26.240000000000002
1986,1,16,17.175,-87.325,0.0,26.17
1986,1,17,17.175,-87.325,0.0,26.060000000000002
1986,1,18,17.175,-87.325,0.0,26.0
1986,1,19,17.175,-87.325,0.0,25.79
1986,1,20,17.175,-87.325,0.0,25.86
1986,1,21,17.175,-87.325,0.0,26.03
1986,1,22,17.175,-87.325,0.0,26.34
1986,1,23,17.175,-87.325,0.0,26.23
1986,1,24,17.175,-87.325,0.0,25.93
1986,1,25,17.175,-87.325,0.0,25.68
1986,1,26,17.175,-87.325,0.0,25.52
1986,1,27,17.175,-87.325,0.0,26.13
1986,1,28,17.175,-87.325,0.0,26.3
1986,1,29,17.175,-87.325,0.0,26.68
1986,1,30,17.175,-87.325,0.0,26.17
1986,1,31,17.175,-87.325,0.0,26.1
1986,2,1,17.175,-87.325,0.0,25.830000000000002
1986,2,2,17.175,-87.325,0.0,25.97
1986,2,3,17.175,-87.325,0.0,26.04
1986,2,4,17.175,-87.325,0.0,25.96
1986,2,5,17.175,-87.325,0.0,26.01
1986,2,6,17.175,-87.325,0.0,26.17
1986,2,7,17.175,-87.325,0.0,26.400000000000002
1986,2,8,17.175,-87.325,0.0,26.080000000000002
1986,2,9,17.175,-87.325,0.0,26.66
1986,2,10,17.175,-87.325,0.0,26.810000000000002
1986,2,11,17.175,-87.325,0.0,26.63
1986,2,12,17.175,-87.325,0.0,26.37
1986,2,13,17.175,-87.325,0.0,26.35
1986,2,14,17.175,-87.325,0.0,25.75
1986,2,15,17.175,-87.325,0.0,25.53
1986,2,16,17.175,-87.325,0.0,25.43
1986,2,17,17.175,-87.325,0.0,25.5
1986,2,18,17.175,-87.325,0.0,25.76
1986,2,19,17.175,-87.325,0.0,25.69
1986,2,20,17.175,-87.325,0.0,26.150000000000002
1986,2,21,17.175,-87.325,0.0,26.330000000000002
1986,2,22,17.175,-87.325,0.0,26.25
1986,2,23,17.175,-87.325,0.0,26.25
1986,2,24,17.175,-87.325,0.0,25.98
1986,2,25,17.175,-87.325,0.0,26.0
1986,2,26,17.175,-87.325,0.0,25.71
1986,2,27,17.175,-87.325,0.0,25.35
1986,2,28,17.175,-87.325,0.0,25.61
1986,3,1,17.175,-87.325,0.0,25.650000000000002
1986,3,2,17.175,-87.325,0.0,25.87
1986,3,3,17.175,-87.325,0.0,25.810000000000002
1986,3,4,17.175,-87.325,0.0,25.91
1986,3,5,17.175,-87.325,0.0,26.150000000000002
1986,3,6,17.175,-87.325,0.0,26.22
1986,3,7,17.175,-87.325,0.0,26.34
1986,3,8,17.175,-87.325,0.0,25.76
1986,3,9,17.175,-87.325,0.0,25.97
1986,3,10,17.175,-87.325,0.0,26.38
1986,3,11,17.175,-87.325,0.0,26.43
1986,3,12,17.175,-87.325,0.0,26.59
1986,3,13,17.175,-87.325,0.0,26.5
1986,3,14,17.175,-87.325,0.0,26.52
1986,3,15,17.175,-87.325,0.0,26.1
1986,3,16,17.175,-87.325,0.0,26.14
1986,3,17,17.175,-87.325,0.0,26.1
1986,3,18,17.175,-87.325,0.0,26.330000000000002
1986,3,19,17.175,-87.325,0.0,26.37
1986,3,20,17.175,-87.325,0.0,26.48
1986,3,21,17.175,-87.325,0.0,26.43
1986,3,22,17.175,-87.325,0.0,26.42
1986,3,23,17.175,-87.325,0.0,26.57
1986,3,24,17.175,-87.325,0.0,26.51
1986,3,25,17.175,-87.325,0.0,26.18
1986,3,26,17.175,-87.325,0.0,25.95
1986,3,27,17.175,-87.325,0.0,25.63
1986,3,28,17.175,-87.325,0.0,25.72
1986,3,29,17.175,-87.325,0.0,25.78
1986,3,30,17.175,-87.325,0.0,25.46
1986,3,31,17.175,-87.325,0.0,25.76
1986,4,1,17.175,-87.325,0.0,25.98
1986,4,2,17.175,-87.325,0.0,26.07
1986,4,3,17.175,-87.325,0.0,26.07
1986,4,4,17.175,-87.325,0.0,25.97
1986,4,5,17.175,-87.325,0.0,25.43
1986,4,6,17.175,-87.325,0.0,26.04
1986,4,7,17.175,-87.325,0.0,26.400000000000002
1986,4,8,17.175,-87.325,0.0,26.52
1986,4,9,17.175,-87.325,0.0,26.59
1986,4,10,17.175,-87.325,0.0,26.61
1986,4,11,17.175,-87.325,0.0,26.55
1986,4,12,17.175,-87.325,0.0,26.39
1986,4,13,17.175,-87.325,0.0,26.17
1986,4,14,17.175,-87.325,0.0,26.05
1986,4,15,17.175,-87.325,0.0,26.98
1986,4,16,17.175,-87.325,0.0,27.17
1986,4,17,17.175,-87.325,0.0,26.98
1986,4,18,17.175,-87.325,0.0,26.82
1986,4,19,17.175,-87.325,0.0,26.560000000000002
1986,4,20,17.175,-87.325,0.0,26.7
1986,4,21,17.175,-87.325,0.0,26.650000000000002
1986,4,22,17.175,-87.325,0.0,26.75
1986,4,23,17.175,-87.325,0.0,26.79
1986,4,24,17.175,-87.325,0.0,26.84
1986,4,25,17.175,-87.325,0.0,26.97
1986,4,26,17.175,-87.325,0.0,26.97
1986,4,27,17.175,-87.325,0.0,26.82
1986,4,28,17.175,-87.325,0.0,26.82
1986,4,29,17.175,-87.325,0.0,26.55
1986,4,30,17.175,-87.325,0.0,26.71
1986,5,1,17.175,-87.325,0.0,26.85
1986,5,2,17.175,-87.325,0.0,27.02
