year,month,day,latitude,longitude,dhw,sst
2013,1,1,-18.175,147.425,0.0,28.57
2013,1,2,-18.175,147.425,0.0,28.71
2013,1,3,-18.175,147.425,0.0,28.41
2013,1,4,-18.175,147.425,0.0,28.5
2013,1,5,-18.175,147.425,0.0,28.41
2013,1,6,-18.175,147.425,0.0,28.26
2013,1,7,-18.175,147.425,0.0,28.2
2013,1,8,-18.175,147.425,0.0,27.98
2013,1,9,-18.175,147.425,0.0,27.900000000000002
2013,1,10,-18.175,147.425,0.0,28.14
2013,1,11,-18.175,147.425,0.0,28.05
2013,1,12,-18.175,147.425,0.0,28.19
2013,1,13,-18.175,147.425,0.0,28.68
2013,1,14,-18.175,147.425,0.0,29.0
2013,1,15,-18.175,147.425,0.0,29.0
2013,1,16,-18.175,147.425,0.0,28.85
2013,1,17,-18.175,147.425,0.0,29.07
2013,1,18,-18.175,147.425,0.0,28.98
2013,1,19,-18.175,147.425,0.0,28.87
2013,1,20,-18.175,147.425,0.0,28.84
2013,1,21,-18.175,147.425,0.0,28.810000000000002
2013,1,22,-18.175,147.425,0.0,28.810000000000002
2013,1,23,-18.175,147.425,0.0,28.400000000000002
2013,1,24,-18.175,147.425,0.0,27.88
2013,1,25,-18.175,147.425,0.0,28.52
2013,1,26,-18.175,147.425,0.0,28.44
2013,1,27,-18.175,147.425,0.0,28.92
2013,1,28,-18.175,147.425,0.0,29.080000000000002
2013,1,29,-18.175,147.425,0.16,29.59
2013,1,30,-18.175,147.425,0.16,29.26
2013,1,31,-18.175,147.425,0.16,29.21
2013,2,1,-18.175,147.425,0.16,29.36
2013,2,2,-18.175,147.425,0.3,29.5
2013,2,3,-18.175,147.425,0.3,29.44
2013,2,4,-18.175,147.425,0.45,29.55
2013,2,5,-18.175,147.425,0.45,29.27
2013,2,6,-18.175,147.425,0.45,28.67
2013,2,7,-18.175,147.425,0.45,28.61
2013,2,8,-18.175,147.425,0.45,28.650000000000002
2013,2,9,-18.175,147.425,0.45,28.71
2013,2,10,-18.175,147.425,0.45,28.830000000000002
2013,2,11,-18.175,147.425,0.45,28.8
2013,2,12,-18.175,147.425,0.45,28.77
2013,2,13,-18.175,147.425,0.45,28.71
2013,2,14,-18.175,147.425,0.45,28.84
2013,2,15,-18.175,147.425,0.45,28.900000000000002
2013,2,16,-18.175,147.425,0.45,28.95
2013,2,17,-18.175,147.425,0.45,28.78
2013,2,18,-18.175,147.425,0.45,29.35
2013,2,19,-18.175,147.425,0.45,29.2
2013,2,20,-18.175,147.425,0.6,29.560000000000002
2013,2,21,-18.175,147.425,0.76,29.63
2013,2,22,-18.175,147.425,0.91,29.54
2013,2,23,-18.175,147.425,0.91,29.330000000000002
2013,2,24,-18.175,147.425,0.91,29.48
