time,latitude,longitude,CRW_DHW,CRW_SST
UTC,degrees_north,degrees_east,Celsius weeks,Celsius
1993-01-01T12:00:00Z,-18.174997,147.42499,0.0,27.7
1993-01-02T12:00:00Z,-18.174997,147.42499,0.0,27.61
1993-01-03T12:00:00Z,-18.174997,147.42499,0.0,27.51
1993-01-04T12:00:00Z,-18.174997,147.42499,0.0,28.12
1993-01-05T12:00:00Z,-18.174997,147.42499,0.0,28.28
1993-01-06T12:00:00Z,-18.174997,147.42499,0.0,28.77
1993-01-07T12:00:00Z,-18.174997,147.42499,0.0,28.61
1993-01-08T12:00:00Z,-18.174997,147.42499,0.0,28.44
1993-01-09T12:00:00Z,-18.174997,147.42499,0.0,28.35
1993-01-10T12:00:00Z,-18.174997,147.42499,0.0,28.25
1993-01-11T12:00:00Z,-18.174997,147.42499,0.0,28.19
1993-01-12T12:00:00Z,-18.174997,147.42499,0.0,27.77
1993-01-13T12:00:00Z,-18.174997,147.42499,0.0,27.6
1993-01-14T12:00:00Z,-18.174997,147.42499,0.0,27.92
1993-01-15T12:00:00Z,-18.174997,147.42499,0.0,28.1
1993-01-16T12:00:00Z,-18.174997,147.42499,0.0,27.810000000000002
1993-01-17T12:00:00Z,-18.174997,147.42499,0.0,27.490000000000002
1993-01-18T12:00:00Z,-18.174997,147.42499,0.0,27.29
1993-01-19T12:00:00Z,-18.174997,147.42499,0.0,27.27
1993-01-20T12:00:00Z,-18.174997,147.42499,0.0,27.39
1993-01-21T12:00:00Z,-18.174997,147.42499,0.0,27.13
1993-01-22T12:00:00Z,-18.174997,147.42499,0.0,28.05
1993-01-23T12:00:00Z,-18.174997,147.42499,0.0,27.64
1993-01-24T12:00:00Z,-18.174997,147.42499,0.0,27.61
1993-01-25T12:00:00Z,-18.174997,147.42499,0.0,27.45
1993-01-26T12:00:00Z,-18.174997,147.42499,0.0,27.57
1993-01-27T12:00:00Z,-18.174997,147.42499,0.0,27.76
1993-01-28T12:00:00Z,-18.174997,147.42499,0.0,27.66
1993-01-29T12:00:00Z,-18.174997,147.42499,0.0,27.8
1993-01-30T12:00:00Z,-18.174997,147.42499,0.0,27.95
1993-01-31T12:00:00Z,-18.174997,147.42499,0.0,28.080000000000002
1993-02-01T12:00:00Z,-18.174997,147.42499,0.0,27.27
1993-02-02T12:00:00Z,-18.174997,147.42499,0.0,27.21
1993-02-03T12:00:00Z,-18.174997,147.42499,0.0,27.93
1993-02-04T12:00:00Z,-18.174997,147.42499,0.0,27.6
1993-02-05T12:00:00Z,-18.174997,147.42499,0.0,27.48
1993-02-06T12:00:00Z,-18.174997,147.42499,0.0,27.22
1993-02-07T12:00:00Z,-18.174997,147.42499,0.0,27.240000000000002
1993-02-08T12:00:00Z,-18.174997,147.42499,0.0,26.94
1993-02-09T12:00:00Z,-18.174997,147.42499,0.0,26.47
1993-02-10T12:00:00Z,-18.174997,147.42499,0.0,26.59
1993-02-11T12:00:00Z,-18.174997,147.42499,0.0,26.86
1993-02-12T12:00:00Z,-18.174997,147.42499,0.0,27.78
1993-02-13T12:00:00Z,-18.174997,147.42499,0.0,28.01
1993-02-14T12:00:00Z,-18.174997,147.42499,0.0,28.310000000000002
1993-02-15T12:00:00Z,-18.174997,147.42499,0.0,28.34
1993-02-16T12:00:00Z,-18.174997,147.42499,0.0,28.22
1993-02-17T12:00:00Z,-18.174997,147.42499,0.0,28.13
1993-02-18T12:00:00Z,-18.174997,147.42499,0.0,27.98
1993-02-19T12:00:00Z,-18.174997,147.42499,0.0,27.25
1993-02-20T12:00:00Z,-18.174997,147.42499,0.0,27.23
1993-02-21T12:00:00Z,-18.174997,147.42499,0.0,27.18
1993-02-22T12:00:00Z,-18.174997,147.42499,0.0,27.21
1993-02-23T12:00:00Z,-18.174997,147.42499,0.0,27.55
1993-02-24T12:00:00Z,-18.174997,147.42499,0.0,28.34
1993-02-25T12:00:00Z,-18.174997,147.42499,0.0,28.51
1993-02-26T12:00:00Z,-18.174997,147.42499,0.0,27.91
